City ID,City,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (MPH)
1808747,Hecun,36.53,114.11,75.34,64,100,6.04
3837056,San Luis,-33.3,-66.34,63.39,30,45,4.18
2033536,Yakeshi,49.28,120.73,63.41,89,56,2.86
3947019,Ayacucho,-13.16,-74.22,68.38,33,12,3.62
3470137,Belmonte,-15.86,-38.88,75.2,69,75,8.05
1214488,Meulaboh,4.14,96.13,76.78,90,100,4.32
4676740,Brownsville,25.9,-97.5,93.61,52,40,18.34
1262062,Naliya,23.27,68.83,84.0,74,45,3.44
2399959,Koulamoutou,-1.13,12.47,72.36,91,100,2.53
5847411,Kahului,20.89,-156.47,79.84,66,40,20.8
1489401,Toora-Khem,52.47,96.11,45.93,79,62,2.24
3883457,Lebu,-37.62,-73.65,53.82,88,100,17.72
964712,Plettenberg Bay,-34.05,23.37,57.83,46,27,5.82
1562414,Vung Tau,10.35,107.08,82.6,77,9,5.73
540761,Kropotkin,45.44,40.58,68.5,76,72,10.42
3393536,Olinda,-8.01,-34.86,78.8,74,40,16.11
1494482,Polunochnoye,60.87,60.42,64.83,99,95,10.36
3466950,Carinhanha,-14.3,-43.77,82.87,28,78,7.27
352628,Maţāy,28.42,30.78,80.04,41,0,18.3
2561668,Santa Cruz,30.42,-9.6,71.6,83,77,13.87
3846915,Libertador General San Martín,-23.81,-64.79,75.58,31,100,4.03
3893629,Coquimbo,-29.95,-71.34,57.2,71,20,5.82
4956335,Yarmouth,41.71,-70.23,68.11,71,85,9.17
2303611,Esim,4.87,-2.24,74.39,88,70,5.59
2448083,Agadez,19.75,10.25,90.0,32,0,10.8
3435038,Dolores,-36.31,-57.68,54.54,66,47,4.72
5554072,Juneau,58.3,-134.42,64.4,68,40,8.05
3664980,Boa Vista,2.82,-60.67,86.0,58,75,12.75
2141305,Fayaoué,-20.65,166.53,69.67,63,0,7.16
3572906,Andros Town,24.7,-77.77,84.2,79,75,11.41
2737088,Oiã,40.54,-8.54,83.88,47,0,1.01
3126369,Carballo,43.21,-8.69,63.75,79,84,5.99
3150639,Kabelvåg,68.21,14.48,58.24,82,100,4.7
3402648,Carutapera,-1.2,-46.02,79.07,88,7,7.02
1566319,Thai Nguyen,21.59,105.84,84.2,83,40,9.17
1651810,Airai,-8.93,125.41,55.99,95,1,2.73
921906,Domoni,-12.26,44.53,74.59,79,61,14.09
2208330,Whakatane,-37.96,176.99,51.28,93,100,1.01
4034551,Faanui,-16.48,-151.75,75.09,88,100,16.15
3467545,Cândido de Abreu,-24.57,-51.33,62.06,71,100,1.43
3664659,Carauari,-4.88,-66.9,91.9,37,91,3.13
2185763,Okato,-39.2,173.88,46.58,78,98,11.01
2392087,Porto-Novo,6.5,2.6,75.2,94,20,9.17
2093967,Kimbe,-5.55,150.14,75.18,88,1,3.87
4255151,Bud,39.45,-86.18,75.4,78,90,6.8
1733782,Labuan,5.28,115.24,77.0,100,20,6.26
3598787,Champerico,14.3,-91.92,91.4,55,40,9.17
2361177,Djibo,14.1,-1.63,88.48,46,0,5.64
305268,Kütahya,39.42,29.98,63.3,67,14,12.75
935214,Saint-Pierre,-21.34,55.48,60.96,72,6,6.93
2122104,Petropavlovsk-Kamchatskiy,53.05,158.65,53.6,100,90,2.24
1540711,Muravlenko,63.79,74.52,50.05,73,47,2.57
6148373,Sioux Lookout,50.1,-91.92,68.0,72,75,12.75
1626703,Soe,-9.86,124.28,63.27,100,58,4.14
2098329,Daru,-9.08,143.21,75.78,85,97,14.41
2634739,Warrington,53.39,-2.58,65.57,72,20,6.93
359792,Aswān,24.09,32.91,89.08,17,0,14.16
2036959,Heishan,41.69,122.11,71.69,86,41,12.24
4513583,Hamilton,39.18,-84.53,86.67,58,75,12.75
5903851,Blind River,46.18,-82.96,78.8,50,1,3.36
1168749,Nushki,29.55,66.02,84.0,17,0,5.06
549266,Khrenovoye,51.12,40.29,57.09,82,0,2.77
286245,Sur,22.57,59.53,85.3,65,4,8.84
3668605,Santa Marta,11.24,-74.2,87.8,70,75,8.05
3461592,Ibipeba,-11.64,-42.01,75.2,49,2,10.76
3421193,Paamiut,61.99,-49.67,44.71,82,25,20.98
2137773,Vao,-22.67,167.48,69.22,63,89,12.84
535839,Leshukonskoye,64.9,45.76,51.66,79,98,6.26
4031637,Lavrentiya,65.58,-171.0,51.04,77,99,3.65
2022773,Khandyga,62.67,135.6,61.21,65,22,2.17
3982287,Teacapan,22.55,-105.75,90.27,54,97,5.95
110690,Abhā,18.22,42.51,70.63,49,22,12.75
1650232,Banjar,-8.19,114.97,77.0,100,20,3.36
2181625,Te Anau,-45.42,167.72,30.13,95,43,0.81
1650434,Bambanglipuro,-7.95,110.28,74.41,90,5,0.76
2016701,Shimanovsk,52.0,127.7,65.35,94,100,3.06
1688781,City of San Pedro,14.35,121.02,82.0,76,1,1.01
207596,Mweka,-4.85,21.57,74.44,44,0,1.19
2094027,Kieta,-6.22,155.63,79.0,80,100,5.93
2542997,Marrakesh,31.63,-8.01,96.8,32,20,10.29
4019827,Acámbaro,20.03,-100.73,80.6,42,75,4.7
3408368,Acaraú,-2.89,-40.12,81.63,68,0,14.45
3379316,Lethem,3.38,-59.8,87.28,62,100,3.98
2270385,Camacha,33.08,-16.33,71.6,73,20,12.75
481548,Troitsko-Pechorsk,62.71,56.2,64.15,98,97,4.97
1847947,Shingū,33.73,135.98,68.86,93,100,7.16
3382226,Camopi,3.17,-52.32,84.25,71,94,2.06
3393471,Oriximiná,-1.77,-55.87,90.1,50,14,6.8
2111884,Miyako,39.64,141.95,60.69,87,87,1.54
778707,Mehamn,71.04,27.85,51.8,93,98,4.7
2134814,Sola,-13.88,167.55,79.52,86,100,16.22
1786657,Yinchuan,38.47,106.27,72.86,60,100,8.81
2514190,Manzanares,39.0,-3.37,86.79,28,0,4.7
6141439,Sault Ste. Marie,46.52,-84.33,81.32,37,1,6.31
3449749,Santa Vitória,-18.84,-50.12,83.05,32,1,8.41
515879,Oktyabr'skiy,54.48,53.47,62.92,91,100,4.47
4032420,Neiafu,-18.65,-173.98,77.0,88,40,8.05
5850554,Makakilo City,21.35,-158.09,82.02,62,75,9.17
2123836,Lazarev,52.23,141.51,56.01,98,100,19.44
5364271,Laguna,38.42,-121.42,83.73,39,1,5.82
103630,Najrān,17.49,44.13,87.8,40,40,16.11
2079582,Alyangula,-13.85,136.42,55.4,93,2,9.08
5314245,Show Low,34.25,-110.03,81.25,28,40,5.82
3903342,Tarata,-17.62,-66.02,82.4,9,0,3.36
3665913,Villa del Rosario,7.83,-72.47,91.4,46,40,4.7
3346821,Ondjiva,-17.07,15.73,57.18,35,0,8.5
2446796,Bilma,18.69,12.92,93.2,30,95,13.0
